S.No,Course Number,Prof,Dept,Students,Year,Sem
973,ART703A,KOUMUDI PATIL,HSS,9,2018-19,2
1565,ART705A,RITWIJ  BHOWMIK,HSS,21,2018-19,1
1905,ART706A,M JHA,HSS,7,2017-18,1
1904,ART706A,SATYAKI ROY,HSS,7,2017-18,1
1566,ART706A,SATYAKI  ROY,HSS,2,2018-19,1
3407,ART707A,RITWIJ BHOWMICK,HSS,2,2016-17,1
1906,ART707A,RITWIJ BHOWMIK,HSS,26,2017-18,1
3408,ART708A,K P PATIL,HSS,4,2016-17,1
1907,ART708A,KOUMUDI PATIL,HSS,4,2017-18,1
1567,ART708A,KOUMUDI  PATIL,HSS,0,2018-19,1
975,ART708A,SATYAKI ROY,HSS,6,2018-19,2
974,ART708A,SHATARUPA THAKURTA ROY,HSS,6,2018-19,2
3409,ART709A,S T ROY,HSS,4,2016-17,1
2565,ART709A,SHATARUPA THAKURTA  ROY,HSS,1,2017-18,2
339,ART709A,SHATARUPA THAKURTA ROY,HSS,7,2019-20,1
2566,ART710A,KOUMUDI  PATIL,HSS,,2017-18,2
340,ART710A,RITWIJ BHOWMIK,HSS,2,2019-20,1
976,ART711A,RITWIJ BHOWMIK,HSS,20,2018-19,2
3165,BSE211A,MAINAK DAS,BSBE,38,2016-17,1
1908,BSE211A,MAINAK DAS,BSBE,35,2017-18,1
1292,BSE211A,MAINAK  DAS,BSBE,98,2018-19,1
39,BSE211A,MAINAK DAS,BSBE,31,2019-20,1
3772,BSE221A,AMITABHA BANDYOPADHYAY,BSBE,30,2016-17,2
2567,BSE221A,AMITABHA  BANDYOPADHYAY,BSBE,44,2017-18,2
677,BSE221A,AMITABHA BANDYOPADHYAY,BSBE,40,2018-19,2
3773,BSE222A,ASHOK KUMAR,BSBE,37,2016-17,2
2568,BSE222A,ASHOK  KUMAR,BSBE,36,2017-18,2
678,BSE222A,ASHOK KUMAR,BSBE,40,2018-19,2
3774,BSE223A,J G RAO,BSBE,32,2016-17,2
2569,BSE223A,JAYANDHARAN GIRIDHARA RAO,BSBE,34,2017-18,2
679,BSE223A,JAYANDHARAN GIRIDHARA RAO,BSBE,32,2018-19,2
3166,BSE301A,PRADIP SINHA,BSBE,27,2016-17,1
1909,BSE301A,PRADIP SINHA,BSBE,32,2017-18,1
1293,BSE301A,PRADIP  SINHA,BSBE,32,2018-19,1
41,BSE301A,DIBYENDU,BSBE,31,2019-20,1
40,BSE301A,NITIN MOHAN,BSBE,31,2019-20,1
3167,BSE311A,S MATHESWARAN,BSBE,39,2016-17,1
1910,BSE311A,AMITABHA BANDYOPADHYAY,BSBE,29,2017-18,1
1294,BSE311A,JAYANDHARAN  GIRIDHARA RAO,BSBE,42,2018-19,1
43,BSE311A,SARAVANAN MATHESHWARAN,BSBE,41,2019-20,1
42,BSE311A,JAYANDHARAN GIRIDHARA RAO,BSBE,41,2019-20,1
3168,BSE312A,BUSHRA ATEEQ,BSBE,30,2016-17,1
1911,BSE312A,BUSHRA ATEEQ,BSBE,34,2017-18,1
1295,BSE312A,BUSHRA  ATEEQ,BSBE,34,2018-19,1
45,BSE312A,PRADIP SINHA,BSBE,35,2019-20,1
44,BSE312A,BUSHRA ATEEQ,BSBE,35,2019-20,1
3775,BSE321A,A K SHUKLA,BSBE,30,2016-17,2
2570,BSE321A,ARUN KUMAR SHUKLA,BSBE,37,2017-18,2
680,BSE321A,ARUN KUMAR SHUKLA,BSBE,31,2018-19,2
3776,BSE322A,NITIN GUPTA,BSBE,40,2016-17,2
2571,BSE322A,NITIN GUPTA,BSBE,66,2017-18,2
681,BSE322A,NITIN GUPTA,BSBE,41,2018-19,2
3169,BSE398A,CONVENER DUGC,BSBE,8,2016-17,1
1912,BSE398A,CONVENER DUGC,BSBE,6,2017-18,1
1296,BSE398A,NITIN  GUPTA,BSBE,9,2018-19,1
46,BSE398A,SARAVANAN MATHESHWARAN,BSBE,4,2019-20,1
3777,BSE399A,CONVENER DUGC,BSBE,14,2016-17,2
2572,BSE399A,NITIN GUPTA,BSBE,8,2017-18,2
1913,BSE399A,CONVENER DUGC,BSBE,4,2017-18,1
682,BSE399A,SARAVANAN MATHESHWARAN,BSBE,13,2018-19,2
3170,BSE411A,D S KATTI,BSBE,32,2016-17,1
1914,BSE411A,D S KATTI,BSBE,32,2017-18,1
1297,BSE411A,DHIRENDRA S  KATTI,BSBE,21,2018-19,1
47,BSE411A,DHIRENDRA S KATTI,BSBE,15,2019-20,1
3171,BSE412A,"D S KATTI 
M K DAS",BSBE,32,2016-17,1
1915,BSE412A,MAINAK DAS,BSBE,29,2017-18,1
1298,BSE412A,MAINAK  DAS,BSBE,32,2018-19,1
50,BSE412A,DHIRENDRA S KATTI,BSBE,29,2019-20,1
49,BSE412A,ASHOK KUMAR,BSBE,29,2019-20,1
48,BSE412A,MAINAK DAS,BSBE,29,2019-20,1
3778,BSE421A,D S KATTI,BSBE,32,2016-17,2
2573,BSE421A,DHIRENDRA S KATTI,BSBE,33,2017-18,2
683,BSE421A,DHIRENDRA S KATTI,BSBE,34,2018-19,2
3172,BSE492,"MAINAK DAS 
A K THAKUR",BSBE,1,2016-17,1
3173,BSE492A,"MAINAK DAS 
A K THAKUR",BSBE,24,2016-17,1
1916,BSE492A,ASHOK KUMAR,BSBE,23,2017-18,1
1299,BSE492A,ASHOK  KUMAR,BSBE,20,2018-19,1
51,BSE492A,ASHOK KUMAR,BSBE,20,2019-20,1
3174,BSE498A,CONVENER DUGC,BSBE,15,2016-17,1
1917,BSE498A,CONVENER DUGC,BSBE,10,2017-18,1
1300,BSE498A,NITIN  GUPTA,BSBE,11,2018-19,1
52,BSE498A,SARAVANAN MATHESHWARAN,BSBE,15,2019-20,1
3779,BSE499A,CONVENER DUGC,BSBE,3,2016-17,2
2574,BSE499A,NITIN GUPTA,BSBE,7,2017-18,2
684,BSE499A,SARAVANAN MATHESHWARAN,BSBE,4,2018-19,2
3175,BSE601A,PRADIP SINHA,BSBE,24,2016-17,1
1918,BSE601A,S GANESH,BSBE,25,2017-18,1
1301,BSE601A,SUBRAMANIAM  GANESH,BSBE,21,2018-19,1
53,BSE601A,SUBRAMANIAM GANESH,BSBE,52,2019-20,1
3780,BSE602A,R S RAMAKRISHNAN,BSBE,24,2016-17,2
2575,BSE602A,BUSHRA  ATEEQ,BSBE,22,2017-18,2
685,BSE602A,ARUN KUMAR SHUKLA,BSBE,29,2018-19,2
3176,BSE611A,ARUN K SHUKLA,BSBE,20,2016-17,1
1919,BSE611A,ARUN K SHUKLA,BSBE,18,2017-18,1
1302,BSE611A,ARUN KUMAR  SHUKLA,BSBE,15,2018-19,1
55,BSE611A,DIBYENDU,BSBE,62,2019-20,1
54,BSE611A,NITIN MOHAN,BSBE,62,2019-20,1
3781,BSE612A,ASHOK KUMAR,BSBE,3,2016-17,2
2576,BSE612A,ASHOK  KUMAR,BSBE,5,2017-18,2
686,BSE612A,ASHOK KUMAR,BSBE,6,2018-19,2
3177,BSE613A,D S KATTI,BSBE,14,2016-17,1
1920,BSE613A,D S KATTI,BSBE,14,2017-18,1
1303,BSE613A,DHIRENDRA S  KATTI,BSBE,14,2018-19,1
56,BSE613A,SANTOSH KUMAR MISRA,BSBE,27,2019-20,1
3782,BSE614A,D S KATTI,BSBE,1,2016-17,2
2577,BSE614A,DHIRENDRA S KATTI,BSBE,2,2017-18,2
687,BSE614A,DHIRENDRA S KATTI,BSBE,4,2018-19,2
3783,BSE615A,MAINAK DAS,BSBE,33,2016-17,2
2578,BSE615A,MAINAK  DAS,BSBE,92,2017-18,2
688,BSE615A,MAINAK DAS,BSBE,28,2018-19,2
3784,BSE616A,A K THAKUR,BSBE,42,2016-17,2
2579,BSE616A,ASHWANI KUMAR  THAKUR,BSBE,36,2017-18,2
689,BSE616A,ASHWANI KUMAR THAKUR,BSBE,33,2018-19,2
3178,BSE631A,"R SANKARARAMAKRISHNAN 
BUSHRA ATEEQ",BSBE,18,2016-17,1
1921,BSE631A,R SANKARARAMAKRISHNAN,BSBE,16,2017-18,1
1304,BSE631A,RAMASUBBU  S RAMAKRISHNAN,BSBE,18,2018-19,1
57,BSE631A,RAMASUBBU S RAMAKRISHNAN,BSBE,37,2019-20,1
3785,BSE633A,R S RAMAKRISHNAN,BSBE,9,2016-17,2
2580,BSE633A,RAMASUBBU  S RAMAKRISHNAN,BSBE,8,2017-18,2
690,BSE633A,RAMASUBBU S RAMAKRISHNAN,BSBE,10,2018-19,2
59,BSE642A,JAYANDHARAN GIRIDHARA RAO,BSBE,21,2019-20,1
58,BSE642A,SARAVANAN MATHESHWARAN,BSBE,21,2019-20,1
3179,BSE651A,JAYANDHARAN G RAO,BSBE,24,2016-17,1
1922,BSE651A,J G RAO,BSBE,21,2017-18,1
1305,BSE651A,AMITABHA  BANDYOPADHYAY,BSBE,17,2018-19,1
60,BSE651A,AMITABHA BANDYOPADHYAY,BSBE,46,2019-20,1
3786,BSE652A,JONAKI SEN,BSBE,17,2016-17,2
2581,BSE652A,JONAKI  SEN,BSBE,11,2017-18,2
691,BSE652A,JONAKI SEN,BSBE,21,2018-19,2
3787,BSE653A,"BUSHRA ATEEQ 
R SANKAR",BSBE,23,2016-17,2
2582,BSE653A,BUSHRA  ATEEQ,BSBE,13,2017-18,2
692,BSE653A,BUSHRA ATEEQ,BSBE,12,2018-19,2
3788,BSE654A,S GANESH,BSBE,19,2016-17,2
2583,BSE654A,SUBRAMANIAM  GANESH,BSBE,20,2017-18,2
693,BSE654A,SUBRAMANIAM GANESH,BSBE,23,2018-19,2
3180,BSE655A,JONAKI SEN,BSBE,14,2016-17,1
1923,BSE655A,JONAKI SEN,BSBE,10,2017-18,1
1306,BSE655A,JONAKI  SEN,BSBE,12,2018-19,1
61,BSE655A,JONAKI SEN,BSBE,8,2019-20,1
3181,BSE656A,NITIN GUPTA,BSBE,87,2016-17,1
1924,BSE656A,NITIN GUPTA (OE),BSBE,71,2017-18,1
1307,BSE656A,NITIN  GUPTA,BSBE,79,2018-19,1
62,BSE656A,NITIN GUPTA,BSBE,83,2019-20,1
3789,BSE699,CONVENER DPGC,BSBE,19,2016-17,2
3182,BSE699,CONVENER DPGC,BSBE,14,2016-17,1
2585,BSE699,NITIN GUPTA,BSBE,23,2017-18,2
2584,BSE699,BUSHRA  ATEEQ,BSBE,23,2017-18,2
1925,BSE699,CONVENER DPGC,BSBE,18,2017-18,1
1309,BSE699,NITIN  GUPTA,BSBE,16,2018-19,1
1308,BSE699,BUSHRA  ATEEQ,BSBE,16,2018-19,1
695,BSE699,ARUN KUMAR SHUKLA,BSBE,20,2018-19,2
694,BSE699,SARAVANAN MATHESHWARAN,BSBE,20,2018-19,2
64,BSE699,SARAVANAN MATHESHWARAN,BSBE,13,2019-20,1
63,BSE699,ARUN KUMAR SHUKLA,BSBE,13,2019-20,1
3790,BSE701A,CONVENER DPGC,BSBE,10,2016-17,2
3183,BSE701A,CONVENER DPGC,BSBE,11,2016-17,1
2586,BSE701A,BUSHRA  ATEEQ,BSBE,19,2017-18,2
1926,BSE701A,CONVENER DPGC,BSBE,14,2017-18,1
1310,BSE701A,BUSHRA  ATEEQ,BSBE,4,2018-19,1
696,BSE701A,ARUN KUMAR SHUKLA,BSBE,12,2018-19,2
65,BSE701A,ARUN KUMAR SHUKLA,BSBE,15,2019-20,1
3791,BSE702,CONVENER DPGC,BSBE,10,2016-17,2
3184,BSE702A,CONVENER DPGC,BSBE,11,2016-17,1
2587,BSE702A,BUSHRA  ATEEQ,BSBE,19,2017-18,2
1927,BSE702A,CONVENER DPGC,BSBE,14,2017-18,1
1311,BSE702A,BUSHRA  ATEEQ,BSBE,4,2018-19,1
697,BSE702A,ARUN KUMAR SHUKLA,BSBE,10,2018-19,2
66,BSE702A,ARUN KUMAR SHUKLA,BSBE,15,2019-20,1
3792,BSE799,CONVENER DPGC,BSBE,87,2016-17,2
3185,BSE799,CONVENER DPGC,BSBE,86,2016-17,1
2588,BSE799,BUSHRA  ATEEQ,BSBE,91,2017-18,2
1928,BSE799,CONVENER DPGC,BSBE,87,2017-18,1
1312,BSE799,BUSHRA  ATEEQ,BSBE,85,2018-19,1
698,BSE799,ARUN KUMAR SHUKLA,BSBE,94,2018-19,2
67,BSE799,ARUN KUMAR SHUKLA,BSBE,95,2019-20,1
3188,CE213A,ANUBHA GOEL,CE,5,2016-17,1
1929,CE213A,ANUBHA GOEL (OE),CE,49,2017-18,1
1316,CE213A,ANUBHA  GOEL,CE,81,2018-19,1
71,CE213A,ABHISHEK,CE,129,2019-20,1
3189,CE241A,P BOSE,CE,220,2016-17,1
1930,CE241A,TARUN GUPTA,CE,116,2017-18,1
1317,CE241A,TARUN  GUPTA,CE,114,2018-19,1
73,CE241A,MUKESH SHARMA,CE,124,2019-20,1
72,CE241A,ANUBHA GOEL,CE,124,2019-20,1
3795,CE242A,"K V HARISH 
SYAM NAIR",CE,121,2016-17,2
2590,CE242A,PRISHATI  RAYCHOWDHURY,CE,102,2017-18,2
2589,CE242A,VINAY KUMAR  GUPTA,CE,102,2017-18,2
702,CE242A,ANIMESH DAS,CE,120,2018-19,2
701,CE242A,SUDHIR MISRA,CE,120,2018-19,2
3796,CE262A,RAJESH SRIVASTAVA,CE,114,2016-17,2
2591,CE262A,RAJESH  SRIVASTAVA,CE,102,2017-18,2
703,CE262A,GOURABANANDA PAHAR,CE,111,2018-19,2
3797,CE272A,S MUKHOPADHYAY,CE,125,2016-17,2
2592,CE272A,SUPARNO MUKHOPADHYAY,CE,102,2017-18,2
704,CE272A,DURGESH C RAI,CE,108,2018-19,2
3190,CE311A,"S N TRIPATHI 
VINOD TARE",CE,12,2016-17,1
1932,CE311A,VINOD TARE,CE,106,2017-18,1
1931,CE311A,ABHAS SINGH,CE,106,2017-18,1
1318,CE311A,PURNENDU  BOSE,CE,11,2018-19,1
75,CE311A,VINOD TARE,CE,117,2019-20,1
74,CE311A,TARUN GUPTA,CE,117,2019-20,1
3191,CE331A,"B NAGARAJAN 
ONKAR DIXIT",CE,113,2016-17,1
1934,CE331A,ONKAR DIKSHIT,CE,115,2017-18,1
1933,CE331A,BHARAT LOHANI,CE,115,2017-18,1
1320,CE331A,NAGARAJAN  BALASUBRAMANIAN,CE,97,2018-19,1
1319,CE331A,SALIL  GOEL,CE,97,2018-19,1
77,CE331A,BALAJI DEVARAJU,CE,113,2019-20,1
76,CE331A,ONKAR DIKSHIT,CE,113,2019-20,1
3798,CE332A,BHARAT LOHANI,CE,44,2016-17,2
2593,CE332A,ONKAR  DIKSHIT,CE,49,2017-18,2
706,CE332A,BALAJI DEVARAJU,CE,26,2018-19,2
705,CE332A,SALIL GOEL,CE,26,2018-19,2
79,CE332A,BALAJI DEVARAJU,CE,0,2019-20,1
78,CE332A,ONKAR DIKSHIT,CE,0,2019-20,1
3192,CE341A,SAMIT RAY CHAUDHURI,CE,111,2016-17,1
1936,CE341A,PRISHATI ROYCHODHURY,CE,116,2017-18,1
1935,CE341A,PARTHA CHAKRABORTY,CE,116,2017-18,1
1321,CE341A,ARGHYA  DAS,CE,102,2018-19,1
80,CE341A,PRISHATI RAYCHOWDHURY,CE,111,2019-20,1
3193,CE351A,ARGHYA DAS,CE,122,2016-17,1
1937,CE351A,N R PATRA,CE,111,2017-18,1
1322,CE351A,PRISHATI  RAYCHOWDHURY,CE,95,2018-19,1
81,CE351A,NIHAR RANJAN PATRA,CE,112,2019-20,1
3799,CE352A,"R SATHIYAMOORTHY 
PRISHATI ROYCHOWDHURY",CE,112,2016-17,2
2595,CE352A,ARGHYA DAS,CE,110,2017-18,2
2594,CE352A,NIHAR RANJAN  PATRA,CE,110,2017-18,2
707,CE352A,ARGHYA DAS,CE,96,2018-19,2
3194,CE361A,SAUMYEN GUHA,CE,118,2016-17,1
1938,CE361A,SHIVAM TRIPATHI,CE,114,2017-18,1
1323,CE361A,RICHA  OJHA,CE,16,2018-19,1
82,CE361A,RICHA OJHA,CE,118,2019-20,1
3195,CE371A,VINAY K GUPTA,CE,134,2016-17,1
1939,CE371A,SAMIT RAY CHAUDHURI,CE,170,2017-18,1
1324,CE371A,CHINMOY  KOLAY,CE,95,2018-19,1
83,CE371A,CHINMOY KOLAY,CE,116,2019-20,1
3800,CE372A,S K MISHRA,CE,120,2016-17,2
2596,CE372A,DURGESH C  RAI,CE,115,2017-18,2
708,CE372A,SUPARNO MUKHOPADHYAY,CE,103,2018-19,2
3801,CE382A,"ANIMESH DAS 
PARTHA CHAKRABORTY",CE,94,2016-17,2
2598,CE382A,ANIMESH  DAS,CE,129,2017-18,2
2597,CE382A,PARTHA  CHAKROBORTY,CE,129,2017-18,2
709,CE382A,ANIMESH DAS,CE,105,2018-19,2
3802,CE412A,P BOSE,CE,155,2016-17,2
2600,CE412A,PURNENDU  BOSE,CE,100,2017-18,2
2599,CE412A,MUKESH  SHARMA,CE,100,2017-18,2
711,CE412A,PURNENDU BOSE,CE,108,2018-19,2
710,CE412A,MUKESH SHARMA,CE,108,2018-19,2
3803,CE432A,"BHARAT LOHANI 
B NAGARAJAN",CE,28,2016-17,2
713,CE432A,NAGARAJAN BALASUBRAMANIAN,CE,19,2018-19,2
712,CE432A,SALIL GOEL,CE,19,2018-19,2
3196,CE441B,SUDHIR MISRA,CE,104,2016-17,1
1940,CE441B,SUDHIR MISRA,CE,108,2017-18,1
1325,CE441B,SUDHIR  MISRA,CE,114,2018-19,1
714,CE441B,SUDHIR MISRA,CE,5,2018-19,2
84,CE441B,SUDHIR MISRA,CE,78,2019-20,1
3197,CE451A,SARVESH CHANDRA,CE,50,2016-17,1
1942,CE451A,ARGHYA DAS,CE,36,2017-18,1
1941,CE451A,PRIYANKA GHOSH,CE,36,2017-18,1
1326,CE451A,PRIYANKA  GHOSH,CE,62,2018-19,1
85,CE451A,PRIYANKA GHOSH,CE,22,2019-20,1
3804,CE462A,ASHU JAIN,CE,50,2016-17,2
2601,CE462A,SHIVAM TRIPATHI,CE,57,2017-18,2
715,CE462A,ASHU JAIN,CE,52,2018-19,2
3198,CE471A,"S K CHAKRABARTI 
DURGESH C RAI",CE,9,2016-17,1
1945,CE471A,VINAY K GUPTA,CE,6,2017-18,1
1944,CE471A,SUDHIR MISRA,CE,6,2017-18,1
1943,CE471A,SUPARNO MUKHOPADHYAY,CE,6,2017-18,1
1327,CE471A,SAMIT  RAY CHAUDHURI,CE,13,2018-19,1
86,CE471A,DURGESH C RAI,CE,39,2019-20,1
3199,CE481A,"PARTHA CHAKRABORTY 
SYAM NAIR",CE,52,2016-17,1
1947,CE481A,ANIMESH DAS,CE,41,2017-18,1
1946,CE481A,VINOD VASUDEVAN,CE,41,2017-18,1
1329,CE481A,SYAM  NAIR,CE,24,2018-19,1
1328,CE481A,PARTHA  CHAKROBORTY,CE,24,2018-19,1
88,CE481A,VENKATESAN,CE,14,2019-20,1
87,CE481A,ANIMESH DAS,CE,14,2019-20,1
3200,CE483A,VINOD VASUDEVAN,CE,9,2016-17,1
3805,CE491A,CONVENER DUGC,CE,17,2016-17,2
3201,CE491A,CONVENER DUGC,CE,6,2016-17,1
2602,CE491A,SUDIB KUMAR MISHRA,CE,18,2017-18,2
1948,CE491A,CONVENER DUGC,CE,13,2017-18,1
1330,CE491A,SUDIB KUMAR  MISHRA,CE,9,2018-19,1
716,CE491A,ANIMESH DAS,CE,22,2018-19,2
89,CE491A,ANUBHA GOEL,CE,13,2019-20,1
3806,CE492A,CONVENER DUGC,CE,4,2016-17,2
3202,CE492A,CONVENER DUGC,CE,3,2016-17,1
2603,CE492A,SUDIB KUMAR MISHRA,CE,14,2017-18,2
1949,CE492A,CONVENER DUGC,CE,2,2017-18,1
1331,CE492A,SUDIB KUMAR  MISHRA,CE,5,2018-19,1
717,CE492A,ANIMESH DAS,CE,3,2018-19,2
90,CE492A,ANUBHA GOEL,CE,3,2019-20,1
3807,CE493A,CONVENER DUGC,CE,2,2016-17,2
2604,CE493A,SUDIB KUMAR MISHRA,CE,2,2017-18,2
1950,CE493A,CONVENER DUGC,CE,,2017-18,1
1332,CE493A,SHIVAM  TRIPATHI,CE,0,2018-19,1
718,CE493A,ANIMESH DAS,CE,0,2018-19,2
91,CE493A,ANUBHA GOEL,CE,0,2019-20,1
3203,CE603A,SAUMYEN GUHA,CE,47,2016-17,1
1951,CE603A,PRISHATI ROYCHOWDHURY,CE,49,2017-18,1
1333,CE603A,VINAY KUMAR  GUPTA,CE,41,2018-19,1
92,CE603A,SAMIT RAY CHAUDHURI,CE,55,2019-20,1
3204,CE604A,RAJESH SRIVASTAVA,CE,64,2016-17,1
1952,CE604A,S N TRIPATHI,CE,59,2017-18,1
1334,CE604A,RAJESH  SRIVASTAVA,CE,66,2018-19,1
93,CE604A,GOURABANANDA PAHAR,CE,66,2019-20,1
3205,CE605A,MUKESH SHARMA,CE,78,2016-17,1
1953,CE605A,MUKESH SHARMA,CE,53,2017-18,1
1335,CE605A,SHIVAM  TRIPATHI,CE,79,2018-19,1
94,CE605A,SHIVAM TRIPATHI,CE,67,2019-20,1
3206,CE606A,SAMIT RAYCHAUDHURI,CE,39,2016-17,1
1954,CE606A,PARTHA CHAKRABORTY,CE,10,2017-18,1
1336,CE606A,SUPARNO  MUKHOPADHYAY,CE,24,2018-19,1
95,CE606A,SUPARNO MUKHOPADHYAY,CE,23,2019-20,1
3207,CE610A,RICHA OJHA,CE,8,2016-17,1
1955,CE610A,ASHU JAIN,CE,16,2017-18,1
1337,CE610A,ASHU  JAIN,CE,13,2018-19,1
96,CE610A,S GUHA,CE,12,2019-20,1
3208,CE611A,RAJESH SRIVASTAVA,CE,8,2016-17,1
1956,CE611A,SAUMYEN GUHA,CE,10,2017-18,1
1338,CE611A,GOURABANANDA  PAHAR,CE,10,2018-19,1
97,CE611A,GOURABANANDA PAHAR,CE,9,2019-20,1
3808,CE612A,"S GUHA 
SHIVAM TRIPATHI",CE,6,2016-17,2
2606,CE612A,ASHU  JAIN,CE,11,2017-18,2
2605,CE612A,SAUMYEN  GUHA,CE,11,2017-18,2
719,CE612A,RAJESH SRIVASTAVA,CE,10,2018-19,2
3809,CE613A,RICHA OJHA,CE,9,2016-17,2
2607,CE613A,RICHA  OJHA,CE,13,2017-18,2
721,CE613A,SAUMYEN GUHA,CE,11,2018-19,2
720,CE613A,SHIVAM TRIPATHI,CE,11,2018-19,2
1957,CE614A,SHIVAM TRIPATHI,CE,17,2017-18,1
98,CE614A,S TRIPATHI,CE,3,2019-20,1
3209,CE615A,ASHU JAIN,CE,38,2016-17,1
2608,CE615A,ASHU  JAIN,CE,12,2017-18,2
1340,CE616A,SHIVAM  TRIPATHI,CE,21,2018-19,1
1339,CE616A,RAJESH  SRIVASTAVA,CE,21,2018-19,1
99,CE616A,RAJESH SRIVASTAVA,CE,48,2019-20,1
3810,CE617A,S GUHA,CE,4,2016-17,2
2609,CE617A,SAUMYEN  GUHA,CE,10,2017-18,2
722,CE617A,SAUMYEN GUHA,CE,11,2018-19,2
723,CE618A,RICHA OJHA,CE,6,2018-19,2
3811,CE619A,SHIVAM TRIPATHI,CE,6,2016-17,2
724,CE619A,SHIVAM TRIPATHI,CE,6,2018-19,2
3210,CE620A,DURGESH C RAI,CE,23,2016-17,1
1958,CE620A,CHINMOY KOLAY,CE,21,2017-18,1
1341,CE620A,VINAY KUMAR  GUPTA,CE,12,2018-19,1
100,CE620A,SAMIT RAY CHAUDHURI,CE,31,2019-20,1
3211,CE621A,S K MISHRA,CE,25,2016-17,1
1959,CE621A,VINAY K GUPTA,CE,6,2017-18,1
1342,CE621A,DURGESH C  RAI,CE,54,2018-19,1
101,CE621A,VINAY KUMAR GUPTA,CE,20,2019-20,1
3812,CE622A,S K CHAKRABARTI,CE,4,2016-17,2
2610,CE622A,SUDIB KUMAR MISHRA,CE,12,2017-18,2
725,CE622A,SUDIB KUMAR MISHRA,CE,22,2018-19,2
3813,CE623A,SAMIT ROYCHAUDHURI,CE,16,2016-17,2
2611,CE623A,SAMIT  RAY CHAUDHURI,CE,14,2017-18,2
726,CE623A,SAMIT RAY CHAUDHURI,CE,17,2018-19,2
3814,CE628A,SUDHIR MISRA,CE,25,2016-17,2
2613,CE628A,HARISH K V,CE,26,2017-18,2
2612,CE628A,SUDHIR MISRA,CE,26,2017-18,2
3815,CE629A,D C RAI,CE,18,2016-17,2
2614,CE629A,CHINMOY KOLAY,CE,11,2017-18,2
727,CE629A,CHINMOY KOLAY,CE,15,2018-19,2
3816,CE630A,ARGHYA DAS,CE,26,2016-17,2
2615,CE630A,ARGHYA DAS,CE,34,2017-18,2
728,CE630A,GAURAV TIWARI,CE,27,2018-19,2
102,CE630A,GAURAV,CE,25,2019-20,1
3212,CE631A,PRISHATI RAYCHOWDHURY,CE,22,2016-17,1
1960,CE631A,ARGHYA DAS,CE,14,2017-18,1
1343,CE631A,RAJESH  SATHIYAMOORTHY,CE,27,2018-19,1
103,CE631A,ARGHYA DAS,CE,25,2019-20,1
3817,CE632A,R SATHIYAMOORTHY,CE,16,2016-17,2
2616,CE632A,NIHAR RANJAN  PATRA,CE,11,2017-18,2
729,CE632A,NIHAR RANJAN PATRA,CE,17,2018-19,2
3818,CE634A,N R PATRA,CE,24,2016-17,2
1344,CE634A,NIHAR RANJAN  PATRA,CE,43,2018-19,1
1961,CE635A,PRIYANKA GHOSH,CE,9,2017-18,1
3819,CE636A,P ROYCHOWDHURY,CE,16,2016-17,2
730,CE636A,PRISHATI RAYCHOWDHURY,CE,54,2018-19,2
3213,CE638A,N R PATRA,CE,15,2016-17,1
1962,CE638A,N R PATRA,CE,10,2017-18,1
1346,CE638A,NIHAR RANJAN  PATRA,CE,19,2018-19,1
1345,CE638A,ARGHYA  DAS,CE,19,2018-19,1
104,CE638A,NIHAR RANJAN PATRA,CE,13,2019-20,1
731,CE639A,PRIYANKA GHOSH,CE,13,2018-19,2
3214,CE640A,SUDHIR MISRA,CE,22,2016-17,1
1963,CE640A,SUDHIR MISRA,CE,14,2017-18,1
1347,CE640A,SUDHIR  MISRA,CE,16,2018-19,1
105,CE640A,SUDHIR MISRA,CE,19,2019-20,1
3215,CE641A,K V HARISH,CE,32,2016-17,1
1964,CE641A,K V HARISH,CE,21,2017-18,1
1348,CE641A,HARISH  K V,CE,33,2018-19,1
106,CE641A,HARISH K V,CE,20,2019-20,1
3820,CE642A,"S MISRA 
SYAM NAIR 
ONKAR DIXIT",CE,17,2016-17,2
2618,CE642A,NAGARAJAN BALASUBRAMANIAN,CE,15,2017-18,2
2617,CE642A,HARISH K V,CE,15,2017-18,2
733,CE642A,SYAM NAIR,CE,12,2018-19,2
732,CE642A,HARISH K V,CE,12,2018-19,2
3821,CE643B,VINOD VASUDEVAN,CE,16,2016-17,2
2620,CE643B,NAGARAJAN BALASUBRAMANIAN,CE,61,2017-18,2
2619,CE643B,HARISH K V,CE,61,2017-18,2
734,CE643B,HARISH K V,CE,57,2018-19,2
3822,CE645A,SUDHIR MISRA,CE,13,2016-17,2
2621,CE645A,SUDHIR MISRA,CE,21,2017-18,2
735,CE645A,SUDHIR MISRA,CE,46,2018-19,2
3823,CE647A,K V HARISH,CE,19,2016-17,2
2622,CE647A,SUDHIR MISRA,CE,23,2017-18,2
736,CE647A,SUDHIR MISRA,CE,33,2018-19,2
3216,CE651A,K V HARISH,CE,47,2016-17,1
1965,CE651A,K V HARISH,CE,59,2017-18,1
1349,CE651A,HARISH  K V,CE,67,2018-19,1
107,CE651A,HARISH K V,CE,23,2019-20,1
3217,CE664A,ABHAS SINGH,CE,21,2016-17,1
1966,CE664A,P BOSE,CE,26,2017-18,1
1350,CE664A,ABHAS  SINGH,CE,14,2018-19,1
108,CE664A,VINOD TARE,CE,22,2019-20,1
3218,CE665A,VINOD TARE,CE,17,2016-17,1
